time,measurement,smoothed_alpha_1,smoothed_alpha_10,smoothed_alpha_100,smoothed_alpha_1000
2026-06-28 19:10:00,4.599999904632568,4.541708399450881,4.4241400189058835,4.115379732171676,3.5993828816248734
2026-06-28 19:20:00,4.099999904632568,4.107861790198516,4.090493107567576,3.909660514186061,3.5340235563684503
2026-06-28 19:30:00,3.5999999046325684,3.7323066861278393,3.7744321848019333,3.7087874979250586,3.469664848135036
2026-06-28 19:40:00,3.5999999046325684,3.4654727068545887,3.4944939188881228,3.519510279017747,3.4078733502958998
2026-06-28 19:50:00,3.0999999046325684,3.2254826904992315,3.2517717500883756,3.3474905771602814,3.350345991278813
2026-06-28 20:00:00,3.0999999046325684,3.064986672960215,3.0579097172393643,3.199195008304961,3.298971826065883
2026-06-28 20:10:00,3.0999999046325684,2.9111519042693255,2.9093746746321827,3.078615281678813,3.255389563552568
2026-06-28 20:20:00,2.5999999046325684,2.7261588661307004,2.8068424952972433,2.988751155472141,3.221038940712894
2026-06-28 20:30:00,2.5999999046325684,2.661036040611722,2.770051575264999,2.9328162341047883,3.197204304861968
2026-06-28 20:40:00,2.5999999046325684,2.7406529482816366,2.7980560514994313,2.910136609488201,3.1845489642788136
2026-06-28 20:50:00,3.0999999046325684,2.9288429737305384,2.872904893901283,2.9167102102391036,3.1831390228422283
2026-06-28 21:00:00,3.0999999046325684,3.0487864578994532,2.9568414576846096,2.945433597925666,3.192456035371361
2026-06-28 21:10:00,3.0999999046325684,3.0948206726314362,3.034818599136596,2.99103623105999,3.211898417567154
2026-06-28 21:20:00,3.0999999046325684,3.1124963365026566,3.1061050192392243,3.049793231221248,3.240772128999813
2026-06-28 21:30:00,3.0999999046325684,3.152543400090417,3.1764875495240745,3.11906935672434,3.2782712307266078
2026-06-28 21:40:00,3.0999999046325684,3.253195382101933,3.251142510062062,3.19673143261828,3.3234490115804483
2026-06-28 21:50:00,3.5999999046325684,3.400142305786574,3.327597456434952,3.280455589431158,3.375180489068147
2026-06-28 22:00:00,3.5999999046325684,3.425878716924345,3.388265683681561,3.3669506424112066,3.4321172315895705
2026-06-28 22:10:00,3.0999999046325684,3.3627567601412456,3.4428007316604643,3.4561208499586704,3.4931356269601492
2026-06-28 22:20:00,3.5999999046325684,3.4172497677714944,3.5220295623253404,3.5502009630960094,3.557279945668357
2026-06-28 22:30:00,3.0999999046325684,3.5330742166406357,3.6224990549270766,3.647864523392424,3.6232013224803405
2026-06-28 22:40:00,4.099999904632568,3.836696720435287,3.7485531229472793,3.7482830618324794,3.689593612121208
2026-06-28 22:50:00,4.099999904632568,4.021509580834,3.8522857648381024,3.8451494632131435,3.7546274678982203
2026-06-28 23:00:00,4.099999904632568,4.0442082837126065,3.920935657220231,3.9356737807593793,3.816883949411154
2026-06-28 23:10:00,4.099999904632568,3.9399786387455054,3.9665128906937976,4.019614572110347,3.87528948869652
2026-06-28 23:20:00,3.5999999046325684,3.7997980765270603,4.018933980600168,4.098373656143936,3.92905363374605
2026-06-28 23:30:00,3.5999999046325684,3.874665293538696,4.12146414367458,4.1741567050632575,3.9776106429674094
2026-06-28 23:40:00,4.099999904632568,4.2157808143673465,4.275475189055517,4.244185653556309,4.020065721039151
2026-06-28 23:50:00,5.099999904632568,4.599679774693817,4.430192501977257,4.299940868306783,4.05514646190149
2026-06-29 00:00:00,4.599999904632568,4.687116400464139,4.5172939392317835,4.331460858509135,4.081660393678236
2026-06-29 00:10:00,4.599999904632568,4.639165047563097,4.535438097876615,4.336784723721075,4.099459897935929
2026-06-29 00:20:00,4.599999904632568,4.529783576043906,4.491554171509348,4.316636953961554,4.108915695752065
2026-06-29 00:30:00,4.099999904632568,4.393764703029253,4.3990275344031735,4.2743741910586355,4.110899048210838
2026-06-29 00:40:00,4.599999904632568,4.336117474230489,4.282088134143606,4.216186706347096,4.106772300605319
2026-06-29 00:50:00,4.099999904632568,4.168086136962283,4.1350631553391,4.146521028297451,4.097886899085003
2026-06-29 01:00:00,4.099999904632568,3.964797368941383,3.984070959647009,4.073661817363072,4.086087517403411
2026-06-29 01:10:00,3.5999999046325684,3.7332916155548226,3.851723583654035,4.00542852276068,4.073220942319609
2026-06-29 01:20:00,3.5999999046325684,3.615811857880824,3.77222595844544,3.9499039745796938,4.0611478729798955
2026-06-29 01:30:00,3.5999999046325684,3.621309366075357,3.754610647204335,3.911116716728251,4.051255787492878
2026-06-29 01:40:00,3.5999999046325684,3.7429234570461354,3.7906876077325427,3.88959625241502,4.04447101599882
2026-06-29 01:50:00,4.099999904632568,3.9524839862580854,3.856805723574712,3.8827609167277113,4.041268632755122
2026-06-29 02:00:00,4.099999904632568,4.078897256762566,3.910245107965497,3.8851330812762077,4.04167924090782
2026-06-29 02:10:00,4.099999904632568,4.098585489985421,3.9326052922453325,3.89340750754944,4.045792174874826
2026-06-29 02:20:00,4.099999904632568,4.0090735552224945,3.924461287421361,3.906427625269903,4.053755089737773
2026-06-29 02:30:00,4.099999904632568,3.8093007364167795,3.90312756573945,3.925102788130918,4.0657698483080535
2026-06-29 02:40:00,3.0999999046325684,3.589132666921344,3.90347246116659,3.95227807261944,4.082084558211951
2026-06-29 02:50:00,3.5999999046325684,3.729134148305049,3.980051541559086,3.9925475263874364,4.102981557132079
2026-06-29 03:00:00,4.099999904632568,4.120737219847979,4.107073119119841,4.0419824154070065,4.127761098097468
2026-06-29 03:10:00,4.599999904632568,4.526239677157741,4.2207403423591074,4.0927285294327,4.155220452484654
2026-06-29 03:20:00,5.099999904632568,4.687202000626529,4.256549038338408,4.137511833111324,4.184129130476703
2026-06-29 03:30:00,4.599999904632568,4.418944898121371,4.187920990346614,4.174131004841685,4.213701421708832
2026-06-29 03:40:00,3.5999999046325684,3.9495869815153313,4.072623068302018,4.210009603737809,4.244067486590413
2026-06-29 03:50:00,3.5999999046325684,3.6883018691926797,4.009630033551509,4.256829877911626,4.275743784013742
2026-06-29 04:00:00,3.5999999046325684,3.6946761026549213,4.050654331075025,4.320173978484014,4.3086027052891565
2026-06-29 04:10:00,4.099999904632568,3.9399942588434524,4.206445392960609,4.399055756843064,4.34184089784761
2026-06-29 04:20:00,4.099999904632568,4.300864716677317,4.4426872086520595,4.485287323638353,4.373946406319402
2026-06-29 04:30:00,4.599999904632568,4.8139015008646755,4.714419218760367,4.567690230997354,4.403165434341614
2026-06-29 04:40:00,5.699999809265137,5.3148538240689405,4.94241213349457,4.631233156857482,4.427470239049638
2026-06-29 04:50:00,5.699999809265137,5.425569302721421,5.03599473165093,4.661207875892504,4.445029912049163
2026-06-29 05:00:00,5.099999904632568,5.153041538449622,4.980254559602761,4.653593829300269,4.455286074516089
2026-06-29 05:10:00,4.599999904632568,4.778694639424767,4.826679671484797,4.614758377612348,4.458935317523537
2026-06-29 05:20:00,4.099999904632568,4.530911080001028,4.638732655934751,4.555532942113633,4.457318945974741
2026-06-29 05:30:00,5.099999904632568,4.4593785997403765,4.457208124905114,4.486601359359222,4.451919329360048
2026-06-29 05:40:00,4.099999904632568,4.182873762836329,4.269027415218154,4.414092135529402,4.443861518128457
2026-06-29 05:50:00,3.5999999046325684,3.9607944383745948,4.125391041668884,4.350267762257195,4.434918643304238
2026-06-29 06:00:00,4.099999904632568,3.9696646372371225,4.060596767993759,4.304249808866655,4.426519974298163
2026-06-29 06:10:00,4.099999904632568,4.025213836563833,4.056403244225598,4.2776571661055875,4.41925986178233
2026-06-29 06:20:00,4.099999904632568,4.073506780890094,4.098509434061104,4.270066225679457,4.4134061363591774
2026-06-29 06:30:00,4.099999904632568,4.135394282820008,4.176973967237675,4.279276806678999,4.408907368673991
2026-06-29 06:40:00,4.099999904632568,4.258220278700157,4.282004520549853,4.301388064984478,4.405398723140329
2026-06-29 06:50:00,4.599999904632568,4.453934326689679,4.396111364531669,4.330706387455698,4.402206456707707
2026-06-29 07:00:00,4.599999904632568,4.576265610880127,4.483604308125427,4.359524279348943,4.398351427507134
2026-06-29 07:10:00,4.599999904632568,4.625008893305945,4.529182014283513,4.38282718109227,4.393052287117544
2026-06-29 07:20:00,4.599999904632568,4.623693229754019,4.529182705609026,4.3980052893665755,4.385729335594995
2026-06-29 07:30:00,4.599999904632568,4.570838687337859,4.487026393739976,4.404620528088156,4.376009820613062
2026-06-29 07:40:00,4.599999904632568,4.441272008049525,4.413214810216726,4.404254767325971,4.363735260414358
2026-06-29 07:50:00,4.099999904632568,4.238981151175791,4.329547037668897,4.40044367091442,4.348971163325511
2026-06-29 08:00:00,4.099999904632568,4.126681972586474,4.276500668167693,4.3986803540609705,4.332019302317372
2026-06-29 08:10:00,4.099999904632568,4.128109081608172,4.271598580480686,4.401453494310268,4.312932479102097
2026-06-29 08:20:00,4.099999904632568,4.240315019613576,4.314713577021932,4.408264964712674,4.2915314759941605
2026-06-29 08:30:00,4.599999904632568,4.432243150999775,4.388558592620677,4.41560210242177,4.267424142733565
2026-06-29 08:40:00,4.599999904632568,4.532521725182852,4.454375194867228,4.416869593990339,4.240026797488946
2026-06-29 08:50:00,4.599999904632568,4.537535745211682,4.494549082553082,4.407316103993272,4.209088334190845
2026-06-29 09:00:00,4.099999904632568,4.511148393584861,4.506028425446268,4.384021600111881,4.174717619876939
2026-06-29 09:10:00,5.099999904632568,4.57968701222187,4.496306475522766,4.34599288803387,4.137414433155351
2026-06-29 09:20:00,4.099999904632568,4.458330454089902,4.432273632677183,4.2893965564921555,4.097603834918961
2026-06-29 09:30:00,4.599999904632568,4.382570464566849,4.341189639715106,4.217939264385635,4.056673471532126
2026-06-29 09:40:00,4.099999904632568,4.2295682395732745,4.217086866637658,4.133433704094609,4.01601338542892
2026-06-29 09:50:00,4.099999904632568,4.09391441509546,4.079878709937709,4.041513174401852,3.9775569454765143
2026-06-29 10:00:00,4.099999904632568,3.940631292178985,3.93776986990762,3.9474766360955154,3.9433215070612873
2026-06-29 10:10:00,3.5999999046325684,3.7408266614065373,3.8009771663092398,3.8572079172660576,3.9154468685287753
2026-06-29 10:20:00,3.5999999046325684,3.6249769258143916,3.69594042237691,3.7781160786893095,3.8962295066220847
2026-06-29 10:30:00,3.5999999046325684,3.5827317316648544,3.629001735177304,3.7150381010147684,3.8876504511204257
2026-06-29 10:40:00,3.5999999046325684,3.5787637040384106,3.596909150002658,3.671029803151357,3.891394502201019
2026-06-29 10:50:00,3.5999999046325684,3.5950136409832583,3.5935105290907368,3.6479966220441757,3.908858809494598
2026-06-29 11:00:00,3.5999999046325684,3.6346585411417576,3.6129628101422946,3.6471336956531375,3.9411491280343283
2026-06-29 11:10:00,3.5999999046325684,3.705861666805579,3.6500718684122666,3.6691561947640405,3.989062353948517
2026-06-29 11:20:00,4.099999904632568,3.7821276437572027,3.698347288604619,3.71430795225248,4.053054234142068
2026-06-29 11:30:00,3.5999999046325684,3.7310993356061006,3.7462914590453447,3.7821412380927337,4.1331914530705705
2026-06-29 11:40:00,3.5999999046325684,3.738291866837111,3.8225720296632306,3.876065241782884,4.229587640860105
2026-06-29 11:50:00,4.099999904632568,3.8581209309615407,3.941227494945784,3.9976677394864084,4.341823236088309
2026-06-29 12:00:00,3.5999999046325684,4.006710259286156,4.094039136877448,4.145775853995285,4.468849089596592
2026-06-29 12:10:00,4.599999904632568,4.342062556788753,4.288665478411337,4.320240029752951,4.609374228894912
2026-06-29 12:20:00,4.599999904632568,4.615470173793536,4.4833611192760845,4.51545295170922,4.761238832308258
2026-06-29 12:30:00,4.599999904632568,4.836162808468526,4.667514101822442,4.728604903562697,4.922273703837362
2026-06-29 12:40:00,5.699999809265137,4.997899889820777,4.842176346936809,4.957731638541226,5.090148408555279
2026-06-29 12:50:00,4.599999904632568,4.858277943021388,5.0016483557866,5.199582859883349,5.262210237735857
2026-06-29 13:00:00,4.599999904632568,4.8769934126858185,5.226012975772057,5.4583309525348485,5.436416334053658
2026-06-29 13:10:00,5.099999904632568,5.25546470504071,5.555188209178022,5.732152471889003,5.6100616298501365
2026-06-29 13:20:00,5.699999809265137,5.918116718259458,5.966490751175387,6.010640662860067,5.779604641037327
2026-06-29 13:30:00,7.199999809265137,6.6339095501073135,6.391718466480497,6.277067244689733,5.94099382180205
2026-06-29 13:40:00,7.199999809265137,6.953686389355209,6.736020125618672,6.511597528083741,6.09009802149935
2026-06-29 13:50:00,6.699999809265137,6.994380683931902,6.985372633393692,6.703626149393583,6.224045095471727
2026-06-29 14:00:00,6.699999809265137,7.119239301676076,7.172150862973983,6.849431767782568,6.341072800849444
2026-06-29 14:10:00,7.699999809265137,7.397128235759655,7.300192405115109,6.945256779012723,6.439894849476561
2026-06-29 14:20:00,7.699999809265137,7.477673986943622,7.326119745201754,6.985849259260891,6.519583880205551
2026-06-29 14:30:00,7.199999809265137,7.31337462949445,7.246536109033603,6.973504715006444,6.580472636848679
2026-06-29 14:40:00,7.199999809265137,7.079054060000126,7.095432728816677,6.917660158228803,6.624074279147273
2026-06-29 14:50:00,6.199999809265137,6.836161354819326,6.902147206780146,6.830017551849972,6.652521494015073
2026-06-29 15:00:00,7.699999809265137,6.767091339575734,6.706473853198029,6.7251022553023105,6.6685228938959416
2026-06-29 15:10:00,5.699999809265137,6.418077294338853,6.477992238592836,6.61113945059234,6.674334569548989
2026-06-29 15:20:00,6.699999809265137,6.268260968867585,6.285634529093792,6.506103295266207,6.673244088648696
2026-06-29 15:30:00,5.699999809265137,6.078706627847118,6.120533647897349,6.418856550456782,6.667564684109255
2026-06-29 15:40:00,6.199999809265137,6.0422173763601945,6.015259046217095,6.3602009424369275,6.659636344565476
2026-06-29 15:50:00,6.199999809265137,5.972889500907576,5.960326791403393,6.333749630067586,6.650831493777324
2026-06-29 16:00:00,5.699999809265137,5.842601720894965,5.964727027111409,6.341513760877985,6.642062918969466
2026-06-29 16:10:00,5.699999809265137,5.850343064085629,6.061417198782478,6.384166984189326,6.633792575682056
2026-06-29 16:20:00,6.199999809265137,6.052500646613007,6.256882030073307,6.4559678098066895,6.625540356345549
2026-06-29 16:30:00,6.199999809265137,6.355118329790045,6.52146450568887,6.544333075785913,6.615892360623976
2026-06-29 16:40:00,6.699999809265137,6.8117391375818235,6.819819388253327,6.634119940177406,6.603009147634292
2026-06-29 16:50:00,7.199999809265137,7.320787573428514,7.084454970748461,6.706742228366376,6.584635383942091
