"DateTime";"Temperatur"
"2026-06-29 17:10:00";23.5
"2026-06-29 17:20:00";23.200000762939453
"2026-06-29 17:30:00";23.100000381469727
"2026-06-29 17:40:00";23.200000762939453
"2026-06-29 17:50:00";23
"2026-06-29 18:00:00";23
"2026-06-29 18:10:00";23
"2026-06-29 18:20:00";22.899999618530273
"2026-06-29 18:30:00";22.700000762939453
"2026-06-29 18:40:00";22.399999618530273
"2026-06-29 18:50:00";22.299999237060547
"2026-06-29 19:00:00";22.100000381469727
