"DateTime";"10 min. middelvind";"Højeste vindstød"
"2026-06-29 12:50:00";4.599999904632568;7.5
"2026-06-29 13:00:00";4.599999904632568;8.5
"2026-06-29 13:10:00";5.099999904632568;7.800000190734863
"2026-06-29 13:20:00";5.699999809265137;8.300000190734863
"2026-06-29 13:30:00";7.199999809265137;10.100000381469727
"2026-06-29 13:40:00";7.199999809265137;10.399999618530273
"2026-06-29 13:50:00";6.699999809265137;9.399999618530273
"2026-06-29 14:00:00";6.699999809265137;9.300000190734863
"2026-06-29 14:10:00";7.699999809265137;10.800000190734863
"2026-06-29 14:20:00";7.699999809265137;10.199999809265137
"2026-06-29 14:30:00";7.199999809265137;10.100000381469727
"2026-06-29 14:40:00";7.199999809265137;9.300000190734863
"2026-06-29 14:50:00";6.199999809265137;9.300000190734863
"2026-06-29 15:00:00";7.699999809265137;9.5
"2026-06-29 15:10:00";5.699999809265137;8.300000190734863
"2026-06-29 15:20:00";6.699999809265137;10.199999809265137
"2026-06-29 15:30:00";5.699999809265137;9
"2026-06-29 15:40:00";6.199999809265137;8.5
"2026-06-29 15:50:00";6.199999809265137;9.800000190734863
"2026-06-29 16:00:00";5.699999809265137;8.300000190734863
"2026-06-29 16:10:00";5.699999809265137;8.600000381469727
"2026-06-29 16:20:00";6.199999809265137;9
"2026-06-29 16:30:00";6.199999809265137;9
"2026-06-29 16:40:00";6.699999809265137;9.699999809265137
"2026-06-29 16:50:00";7.199999809265137;10.399999618530273
"2026-06-29 17:00:00";8.199999809265137;11.100000381469727
"2026-06-29 17:10:00";7.699999809265137;11
"2026-06-29 17:20:00";6.699999809265137;9.800000190734863
"2026-06-29 17:30:00";6.699999809265137;9.100000381469727
"2026-06-29 17:40:00";6.199999809265137;10.100000381469727
"2026-06-29 17:50:00";6.699999809265137;8.699999809265137
"2026-06-29 18:00:00";5.699999809265137;7.900000095367432
"2026-06-29 18:10:00";5.099999904632568;7.699999809265137
"2026-06-29 18:20:00";5.699999809265137;8.199999809265137
"2026-06-29 18:30:00";5.699999809265137;8.899999618530273
"2026-06-29 18:40:00";6.199999809265137;8.699999809265137
"2026-06-29 18:50:00";5.699999809265137;8.100000381469727
"2026-06-29 19:00:00";6.199999809265137;7.800000190734863
